Timestamp,Source IP,Destination IP,Query,Query Type,Query Class,Response Code
1722268168.304964,192.168.1.200,192.168.1.1,api.reasonsecurity.com.,1,1,
1722268168.31813,192.168.1.1,192.168.1.200,api.reasonsecurity.com.,1,1,
1722268171.657972,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,1,1,
1722268171.65832,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,28,1,
1722268171.663481,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,1,1,
1722268171.663481,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,28,1,
1722268171.748457,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,1,1,
1722268171.748642,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,28,1,
1722268171.754585,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,1,1,
1722268171.754585,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,28,1,
1722268172.074711,192.168.1.200,192.168.1.1,analytics.apis.mcafee.com.,1,1,
1722268172.074889,192.168.1.200,192.168.1.1,analytics.apis.mcafee.com.,28,1,
1722268172.088133,192.168.1.1,192.168.1.200,analytics.apis.mcafee.com.,1,1,
1722268172.08825,192.168.1.1,192.168.1.200,analytics.apis.mcafee.com.,28,1,
1722268172.115048,192.168.1.200,192.168.1.1,analytics.apis.mcafee.com.,28,1,
1722268172.120194,192.168.1.1,192.168.1.200,analytics.apis.mcafee.com.,28,1,
1722268176.589134,192.168.1.200,192.168.1.1,einstein-core.awscommon.mcafee.com.,1,1,
1722268176.589804,192.168.1.200,192.168.1.1,einstein-core.awscommon.mcafee.com.,28,1,
1722268176.595602,192.168.1.1,192.168.1.200,einstein-core.awscommon.mcafee.com.,1,1,
1722268176.595602,192.168.1.1,192.168.1.200,einstein-core.awscommon.mcafee.com.,28,1,
1722268176.608102,192.168.1.200,192.168.1.1,b-ring.msedge.net.,1,1,
1722268176.608477,192.168.1.200,192.168.1.1,b-ring.msedge.net.,28,1,
1722268176.616149,192.168.1.1,192.168.1.200,b-ring.msedge.net.,1,1,
1722268176.616149,192.168.1.1,192.168.1.200,b-ring.msedge.net.,28,1,
1722268176.64192,192.168.1.200,192.168.1.1,b-ring.msedge.net.,1,1,
1722268176.649376,192.168.1.1,192.168.1.200,b-ring.msedge.net.,1,1,
1722268176.739656,192.168.1.200,192.168.1.1,teams-ring.msedge.net.,1,1,
1722268176.739832,192.168.1.200,192.168.1.1,teams-ring.msedge.net.,28,1,
1722268176.755745,192.168.1.200,192.168.1.1,teams-ring.msedge.net.,1,1,
1722268176.758754,192.168.1.1,192.168.1.200,teams-ring.msedge.net.,28,1,
1722268176.759353,192.168.1.1,192.168.1.200,teams-ring.msedge.net.,1,1,
1722268176.840244,192.168.1.200,192.168.1.1,c6cf50f89ede58c9b15f3148adda68d7.azr.footprintdns.com.,1,1,
1722268176.84045,192.168.1.200,192.168.1.1,c6cf50f89ede58c9b15f3148adda68d7.azr.footprintdns.com.,28,1,
1722268176.848803,192.168.1.1,192.168.1.200,c6cf50f89ede58c9b15f3148adda68d7.azr.footprintdns.com.,28,1,
1722268176.848803,192.168.1.1,192.168.1.200,c6cf50f89ede58c9b15f3148adda68d7.azr.footprintdns.com.,1,1,
1722268177.312016,192.168.1.200,192.168.1.1,analytics.apis.mcafee.com.,28,1,
1722268177.319531,192.168.1.1,192.168.1.200,analytics.apis.mcafee.com.,28,1,
1722268177.553286,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,1,1,
1722268177.553729,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,28,1,
1722268177.559307,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,1,1,
1722268177.559307,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,28,1,
1722268177.560093,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,1,1,
1722268177.560323,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,28,1,
1722268177.567236,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,28,1,
1722268177.567391,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,1,1,
1722268177.579185,192.168.1.200,192.168.1.1,clientservices.googleapis.com.,28,1,
1722268177.579657,192.168.1.200,192.168.1.1,clientservices.googleapis.com.,1,1,
1722268177.580016,192.168.1.200,192.168.1.1,clientservices.googleapis.com.,65,1,
1722268177.584711,192.168.1.1,192.168.1.200,clientservices.googleapis.com.,28,1,
1722268177.584711,192.168.1.1,192.168.1.200,clientservices.googleapis.com.,1,1,
1722268177.585051,192.168.1.1,192.168.1.200,clientservices.googleapis.com.,65,1,
1722268178.150165,192.168.1.200,192.168.1.1,accounts.google.com.,28,1,
1722268178.150876,192.168.1.200,192.168.1.1,accounts.google.com.,1,1,
1722268178.151328,192.168.1.200,192.168.1.1,accounts.google.com.,65,1,
1722268178.156978,192.168.1.1,192.168.1.200,accounts.google.com.,28,1,
1722268178.156978,192.168.1.1,192.168.1.200,accounts.google.com.,1,1,
1722268178.157748,192.168.1.1,192.168.1.200,accounts.google.com.,65,1,
1722268178.45321,192.168.1.200,192.168.1.1,www.google.com.,28,1,
1722268178.453688,192.168.1.200,192.168.1.1,www.google.com.,1,1,
1722268178.45412,192.168.1.200,192.168.1.1,www.google.com.,65,1,
1722268178.462959,192.168.1.1,192.168.1.200,www.google.com.,1,1,
1722268178.462959,192.168.1.1,192.168.1.200,www.google.com.,28,1,
1722268178.463272,192.168.1.1,192.168.1.200,www.google.com.,65,1,
1722268178.627283,192.168.1.200,192.168.1.1,data.iana.org.,28,1,
1722268178.627843,192.168.1.200,192.168.1.1,data.iana.org.,1,1,
1722268178.628269,192.168.1.200,192.168.1.1,data.iana.org.,65,1,
1722268178.634591,192.168.1.1,192.168.1.200,data.iana.org.,28,1,
1722268178.634591,192.168.1.1,192.168.1.200,data.iana.org.,65,1,
1722268178.635081,192.168.1.1,192.168.1.200,data.iana.org.,1,1,
1722268179.303652,192.168.1.200,192.168.1.1,www.googleapis.com.,28,1,
1722268179.304262,192.168.1.200,192.168.1.1,www.googleapis.com.,1,1,
1722268179.304665,192.168.1.200,192.168.1.1,www.googleapis.com.,65,1,
1722268179.309622,192.168.1.1,192.168.1.200,www.googleapis.com.,28,1,
1722268179.309874,192.168.1.1,192.168.1.200,www.googleapis.com.,1,1,
1722268179.315445,192.168.1.1,192.168.1.200,www.googleapis.com.,65,1,
1722268179.395306,192.168.1.200,192.168.1.1,clients4.google.com.,28,1,
1722268179.395968,192.168.1.200,192.168.1.1,clients4.google.com.,1,1,
1722268179.396467,192.168.1.200,192.168.1.1,clients4.google.com.,65,1,
1722268179.403072,192.168.1.1,192.168.1.200,clients4.google.com.,28,1,
1722268179.403359,192.168.1.1,192.168.1.200,clients4.google.com.,1,1,
1722268179.407784,192.168.1.1,192.168.1.200,clients4.google.com.,65,1,
1722268181.031806,192.168.1.200,192.168.1.1,play.google.com.,28,1,
1722268181.03219,192.168.1.200,192.168.1.1,play.google.com.,1,1,
1722268181.032424,192.168.1.200,192.168.1.1,play.google.com.,65,1,
1722268181.035216,192.168.1.1,192.168.1.200,play.google.com.,28,1,
1722268181.035216,192.168.1.1,192.168.1.200,play.google.com.,1,1,
1722268181.039768,192.168.1.1,192.168.1.200,play.google.com.,65,1,
1722268185.581175,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,1,1,
1722268185.58137,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,28,1,
1722268185.597833,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,1,1,
1722268185.597833,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,28,1,
1722268185.598148,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,1,1,
1722268185.598517,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,28,1,
1722268185.606193,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,1,1,
1722268185.606193,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,28,1,
1722268192.638125,192.168.1.200,192.168.1.1,optimizationguide-pa.googleapis.com.,28,1,
1722268192.63866,192.168.1.200,192.168.1.1,optimizationguide-pa.googleapis.com.,1,1,
1722268192.638822,192.168.1.200,192.168.1.1,optimizationguide-pa.googleapis.com.,65,1,
1722268192.668712,192.168.1.1,192.168.1.200,optimizationguide-pa.googleapis.com.,28,1,
1722268192.669375,192.168.1.1,192.168.1.200,optimizationguide-pa.googleapis.com.,1,1,
1722268192.669375,192.168.1.1,192.168.1.200,optimizationguide-pa.googleapis.com.,65,1,
1722268192.693409,192.168.1.200,192.168.1.1,scholar.google.com.,28,1,
1722268192.694605,192.168.1.200,192.168.1.1,scholar.google.com.,1,1,
1722268192.69494,192.168.1.200,192.168.1.1,scholar.google.com.,65,1,
1722268192.701394,192.168.1.200,192.168.1.1,analytics.apis.mcafee.com.,28,1,
1722268192.701728,192.168.1.200,192.168.1.1,analytics.apis.mcafee.com.,1,1,
1722268192.702466,192.168.1.200,192.168.1.1,analytics.apis.mcafee.com.,65,1,
1722268192.706993,192.168.1.1,192.168.1.200,scholar.google.com.,28,1,
1722268192.708484,192.168.1.200,192.168.1.1,www.googleadservices.com.,28,1,
1722268192.708819,192.168.1.200,192.168.1.1,www.googleadservices.com.,1,1,
1722268192.709101,192.168.1.200,192.168.1.1,www.googleadservices.com.,65,1,
1722268192.715452,192.168.1.200,192.168.1.1,update.googleapis.com.,28,1,
1722268192.716527,192.168.1.200,192.168.1.1,update.googleapis.com.,1,1,
1722268192.71681,192.168.1.1,192.168.1.200,scholar.google.com.,1,1,
1722268192.716948,192.168.1.200,192.168.1.1,update.googleapis.com.,65,1,
1722268192.717063,192.168.1.1,192.168.1.200,analytics.apis.mcafee.com.,28,1,
1722268192.717063,192.168.1.1,192.168.1.200,scholar.google.com.,65,1,
1722268192.717063,192.168.1.1,192.168.1.200,analytics.apis.mcafee.com.,1,1,
1722268192.717414,192.168.1.1,192.168.1.200,analytics.apis.mcafee.com.,65,1,
1722268192.719031,192.168.1.1,192.168.1.200,www.googleadservices.com.,28,1,
1722268192.7275,192.168.1.1,192.168.1.200,www.googleadservices.com.,1,1,
1722268192.727965,192.168.1.200,192.168.1.1,safebrowsing.google.com.,28,1,
1722268192.728257,192.168.1.200,192.168.1.1,safebrowsing.google.com.,1,1,
1722268192.728633,192.168.1.200,192.168.1.1,safebrowsing.google.com.,65,1,
1722268192.732782,192.168.1.1,192.168.1.200,www.googleadservices.com.,65,1,
1722268192.737232,192.168.1.1,192.168.1.200,update.googleapis.com.,1,1,
1722268192.737232,192.168.1.1,192.168.1.200,update.googleapis.com.,28,1,
1722268192.737232,192.168.1.1,192.168.1.200,update.googleapis.com.,65,1,
1722268192.749418,192.168.1.1,192.168.1.200,safebrowsing.google.com.,28,1,
1722268192.749418,192.168.1.1,192.168.1.200,safebrowsing.google.com.,65,1,
1722268192.749418,192.168.1.1,192.168.1.200,safebrowsing.google.com.,1,1,
1722268192.803806,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,1,1,
1722268192.804039,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,28,1,
1722268192.810952,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,1,1,
1722268192.811506,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,28,1,
1722268192.817342,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,1,1,
1722268192.818149,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,28,1,
1722268192.825245,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,1,1,
1722268192.825358,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,28,1,
1722268192.898352,192.168.1.200,192.168.1.1,onedriveclucprodbn20040.blob.core.windows.net.,1,1,
1722268192.898567,192.168.1.200,192.168.1.1,onedriveclucprodbn20040.blob.core.windows.net.,28,1,
1722268192.901349,192.168.1.200,192.168.1.1,github.com.,28,1,
1722268192.901775,192.168.1.200,192.168.1.1,github.com.,1,1,
1722268192.902107,192.168.1.200,192.168.1.1,github.com.,65,1,
1722268192.912682,192.168.1.1,192.168.1.200,github.com.,1,1,
1722268192.912682,192.168.1.1,192.168.1.200,github.com.,28,1,
1722268192.912893,192.168.1.1,192.168.1.200,github.com.,65,1,
1722268192.914793,192.168.1.1,192.168.1.200,onedriveclucprodbn20040.blob.core.windows.net.,1,1,
1722268192.914952,192.168.1.1,192.168.1.200,onedriveclucprodbn20040.blob.core.windows.net.,28,1,
1722268193.151516,192.168.1.200,192.168.1.1,lh5.googleusercontent.com.,28,1,
1722268193.151915,192.168.1.200,192.168.1.1,lh5.googleusercontent.com.,1,1,
1722268193.152196,192.168.1.200,192.168.1.1,lh5.googleusercontent.com.,65,1,
1722268193.153175,192.168.1.200,192.168.1.1,lh3.googleusercontent.com.,28,1,
1722268193.153405,192.168.1.200,192.168.1.1,lh3.googleusercontent.com.,1,1,
1722268193.153775,192.168.1.200,192.168.1.1,lh3.googleusercontent.com.,65,1,
1722268193.176156,192.168.1.1,192.168.1.200,lh5.googleusercontent.com.,1,1,
1722268193.176373,192.168.1.1,192.168.1.200,lh5.googleusercontent.com.,28,1,
1722268193.17748,192.168.1.1,192.168.1.200,lh5.googleusercontent.com.,65,1,
1722268193.180503,192.168.1.1,192.168.1.200,lh3.googleusercontent.com.,28,1,
1722268193.180503,192.168.1.1,192.168.1.200,lh3.googleusercontent.com.,1,1,
1722268193.180503,192.168.1.1,192.168.1.200,lh3.googleusercontent.com.,65,1,
1722268193.399808,192.168.1.200,192.168.1.1,content-autofill.googleapis.com.,28,1,
1722268193.400205,192.168.1.200,192.168.1.1,content-autofill.googleapis.com.,1,1,
1722268193.400479,192.168.1.200,192.168.1.1,content-autofill.googleapis.com.,65,1,
1722268193.415901,192.168.1.1,192.168.1.200,content-autofill.googleapis.com.,65,1,
1722268193.416196,192.168.1.1,192.168.1.200,content-autofill.googleapis.com.,28,1,
1722268193.416196,192.168.1.1,192.168.1.200,content-autofill.googleapis.com.,1,1,
1722268195.459194,192.168.1.200,192.168.1.1,config.edge.skype.com.,28,1,
1722268195.459773,192.168.1.200,192.168.1.1,config.edge.skype.com.,1,1,
1722268195.460053,192.168.1.200,192.168.1.1,config.edge.skype.com.,65,1,
1722268195.470707,192.168.1.1,192.168.1.200,config.edge.skype.com.,28,1,
1722268195.470957,192.168.1.1,192.168.1.200,config.edge.skype.com.,1,1,
1722268195.470957,192.168.1.1,192.168.1.200,config.edge.skype.com.,65,1,
1722268197.942155,192.168.1.200,192.168.1.1,onedriveclucprodbn20040.blob.core.windows.net.,28,1,
1722268197.950056,192.168.1.1,192.168.1.200,onedriveclucprodbn20040.blob.core.windows.net.,28,1,
1722268203.577554,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,1,1,
1722268203.578065,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,28,1,
1722268203.591494,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,28,1,
1722268203.591494,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,1,1,
1722268203.591945,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,1,1,
1722268203.593121,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,28,1,
1722268203.598682,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,28,1,
1722268203.598682,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,1,1,
1722268208.515391,192.168.1.200,192.168.1.1,mail.google.com.,28,1,
1722268208.515739,192.168.1.200,192.168.1.1,mail.google.com.,1,1,
1722268208.515966,192.168.1.200,192.168.1.1,mail.google.com.,65,1,
1722268208.537028,192.168.1.1,192.168.1.200,mail.google.com.,65,1,
1722268208.537028,192.168.1.1,192.168.1.200,mail.google.com.,28,1,
1722268208.537028,192.168.1.1,192.168.1.200,mail.google.com.,1,1,
1722268212.753997,192.168.1.200,192.168.1.1,www.googleadservices.com.,28,1,
1722268212.754206,192.168.1.200,192.168.1.1,www.googleadservices.com.,1,1,
1722268212.754333,192.168.1.200,192.168.1.1,www.googleadservices.com.,65,1,
1722268212.760748,192.168.1.1,192.168.1.200,www.googleadservices.com.,1,1,
1722268212.760748,192.168.1.1,192.168.1.200,www.googleadservices.com.,28,1,
1722268212.760748,192.168.1.1,192.168.1.200,www.googleadservices.com.,65,1,
1722268213.699252,192.168.1.200,192.168.1.1,mtalk.google.com.,28,1,
1722268213.699693,192.168.1.200,192.168.1.1,mtalk.google.com.,1,1,
1722268213.701333,192.168.1.200,192.168.1.1,android.clients.google.com.,28,1,
1722268213.702645,192.168.1.200,192.168.1.1,android.clients.google.com.,1,1,
1722268213.703061,192.168.1.200,192.168.1.1,android.clients.google.com.,65,1,
1722268213.708995,192.168.1.1,192.168.1.200,mtalk.google.com.,28,1,
1722268213.708995,192.168.1.1,192.168.1.200,mtalk.google.com.,1,1,
1722268213.708995,192.168.1.1,192.168.1.200,android.clients.google.com.,28,1,
1722268213.711864,192.168.1.1,192.168.1.200,android.clients.google.com.,1,1,
